Source,Selection,Tau,TauLabel,IsCurrentRule,Coupons_N,MeanCorrect,MedianCorrect,Correct,Coupons_with_Correct,Share
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,8,43,0.18859649122807018
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,9,45,0.19736842105263158
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,10,33,0.14473684210526316
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,11,18,0.07894736842105263
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,12,4,0.017543859649122806
production_blend,top7of13,0.1,0.10,False,228,8.179824561403509,8.0,13,1,0.0043859649122807015
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,0,0,0.0
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,1,0,0.0
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,2,0,0.0
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,3,1,0.0043859649122807015
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,4,3,0.013157894736842105
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,5,8,0.03508771929824561
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,6,32,0.14035087719298245
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,7,40,0.17543859649122806
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,8,43,0.18859649122807018
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,9,45,0.19736842105263158
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,10,33,0.14473684210526316
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,11,18,0.07894736842105263
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,12,4,0.017543859649122806
production_blend,top7of13,0.15,0.15,False,228,8.179824561403509,8.0,13,1,0.0043859649122807015
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,0,0,0.0
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,1,0,0.0
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,2,0,0.0
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,3,1,0.0043859649122807015
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,4,3,0.013157894736842105
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,5,8,0.03508771929824561
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,6,32,0.14035087719298245
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,7,40,0.17543859649122806
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,8,43,0.18859649122807018
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,9,45,0.19736842105263158
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,10,33,0.14473684210526316
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,11,18,0.07894736842105263
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,12,4,0.017543859649122806
production_blend,top7of13,0.2,0.20,False,228,8.179824561403509,8.0,13,1,0.0043859649122807015
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,0,0,0.0
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,1,0,0.0
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,2,0,0.0
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,3,1,0.0043859649122807015
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,4,2,0.008771929824561403
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,5,10,0.043859649122807015
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,6,31,0.13596491228070176
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,7,40,0.17543859649122806
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,8,43,0.18859649122807018
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,9,46,0.20175438596491227
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,10,32,0.14035087719298245
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,11,19,0.08333333333333333
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,12,3,0.013157894736842105
production_blend,top7of13,0.25,0.25,False,228,8.171052631578947,8.0,13,1,0.0043859649122807015
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,0,0,0.0
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,1,0,0.0
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,2,0,0.0
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,3,2,0.008771929824561403
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,4,1,0.0043859649122807015
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,5,7,0.03070175438596491
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,6,16,0.07017543859649122
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,7,33,0.14473684210526316
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,8,53,0.2324561403508772
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,9,56,0.24561403508771928
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,10,40,0.17543859649122806
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,11,13,0.05701754385964912
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,12,6,0.02631578947368421
production_blend,top7of13,0.3,0.30,False,228,8.456140350877194,9.0,13,1,0.0043859649122807015
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,0,0,0.0
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,1,0,0.0
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,2,0,0.0
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,3,2,0.008771929824561403
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,4,0,0.0
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,5,8,0.03508771929824561
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,6,14,0.06140350877192982
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,7,35,0.15350877192982457
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,8,52,0.22807017543859648
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,9,56,0.24561403508771928
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,10,39,0.17105263157894737
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,11,15,0.06578947368421052
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,12,6,0.02631578947368421
production_blend,top7of13,1.0,1.00,True,228,8.486842105263158,9.0,13,1,0.0043859649122807015
