Source,Selection,GuardedMatches,League,Tau,N,HitRate,N_X,HitRate_X,N_nonX,HitRate_nonX,Share_1X,Share_12,Share_X2,X_removed_rate,X_actual_rate,ExpectedCorrect_per13,TauLabel,IsCurrentRule,Delta_HitRate,Delta_HitRate_CI95_L,Delta_HitRate_CI95_U,Delta_HitRate_X,Delta_HitRate_X_CI95_L,Delta_HitRate_X_CI95_U,Delta_HitRate_nonX,Delta_HitRate_nonX_CI95_L,Delta_HitRate_nonX_CI95_U
odds_only,all,2978,ALL,0.0,2978,0.7424445936870383,758,1.0,2220,0.6545045045045045,0.6867024848891874,0.0,0.3132975151108126,0.0,0.25453324378777703,9.651779717931499,0.00,False,-0.022162525184687643,-0.04130288784419078,-0.003693754197447996,0.48021108179419525,0.44402396807779715,0.5153149660336864,-0.1936936936936937,-0.21062034125725382,-0.1768876020786935
odds_only,all,2978,ALL,0.1,2978,0.7424445936870383,758,1.0,2220,0.6545045045045045,0.6867024848891874,0.0,0.3132975151108126,0.0,0.25453324378777703,9.651779717931499,0.10,False,-0.022162525184687643,-0.04130288784419078,-0.003693754197447996,0.48021108179419525,0.44402396807779715,0.5153149660336864,-0.1936936936936937,-0.21062034125725382,-0.1768876020786935
odds_only,all,2978,ALL,0.15,2978,0.7424445936870383,758,1.0,2220,0.6545045045045045,0.6867024848891874,0.0,0.3132975151108126,0.0,0.25453324378777703,9.651779717931499,0.15,False,-0.022162525184687643,-0.04130288784419078,-0.003693754197447996,0.48021108179419525,0.44402396807779715,0.5153149660336864,-0.1936936936936937,-0.21062034125725382,-0.1768876020786935
odds_only,all,2978,ALL,0.2,2978,0.7421087978509067,758,0.9973614775725593,2220,0.6549549549549549,0.6856950973807925,0.0010073875083948958,0.3132975151108126,0.0010073875083948958,0.25453324378777703,9.647414372061787,0.20,False,-0.02249832102081928,-0.041311282740094074,-0.004029550033579632,0.4775725593667546,0.4417392285732187,0.5127608998144711,-0.19324324324324327,-0.2101618200669044,-0.17641511962645884
odds_only,all,2978,ALL,0.25,2978,0.7447951645399598,758,0.9736147757255936,2220,0.6666666666666666,0.6665547347212895,0.03324378777703157,0.30020147750167897,0.03324378777703157,0.25453324378777703,9.682337139019477,0.25,False,-0.01981195433176619,-0.03828072531900606,-0.00167897918065818,0.4538258575197889,0.4187208554195556,0.489096728091224,-0.18153153153153156,-0.19782299266670939,-0.16526734423331868
odds_only,all,2978,ALL,0.3,2978,0.7656145063801209,758,0.5488126649076517,2220,0.8396396396396396,0.428811282740094,0.43351242444593685,0.13767629281396912,0.43351242444593685,0.25453324378777703,9.952988582941572,0.30,False,0.001007387508394908,-0.003357958361316249,0.005045332437877782,0.02902374670184693,0.017585657087591355,0.04155911056272305,-0.008558558558558582,-0.012698556736669322,-0.004939269534162381
odds_only,all,2978,ALL,1.0,2978,0.7646071188717259,758,0.5197889182058048,2220,0.8481981981981982,0.41470785762256546,0.4563465413028878,0.12894560107454667,0.4563465413028878,0.25453324378777703,9.939892545332437,1.00,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odds_only,top7of13,1596,ALL,0.0,1596,0.6911027568922306,432,1.0,1164,0.5764604810996563,0.6190476190476191,0.0,0.38095238095238093,0.0,0.2706766917293233,8.984335839598998,0.00,False,-0.0457393483709273,-0.07958959899749374,-0.013157894736842146,0.7314814814814814,0.6882217090069285,0.7730761603616232,-0.334192439862543,-0.36294781159451867,-0.30814790814969806
odds_only,top7of13,1596,ALL,0.1,1596,0.6911027568922306,432,1.0,1164,0.5764604810996563,0.6190476190476191,0.0,0.38095238095238093,0.0,0.2706766917293233,8.984335839598998,0.10,False,-0.0457393483709273,-0.07958959899749374,-0.013157894736842146,0.7314814814814814,0.6882217090069285,0.7730761603616232,-0.334192439862543,-0.36294781159451867,-0.30814790814969806
odds_only,top7of13,1596,ALL,0.15,1596,0.6911027568922306,432,1.0,1164,0.5764604810996563,0.6190476190476191,0.0,0.38095238095238093,0.0,0.2706766917293233,8.984335839598998,0.15,False,-0.0457393483709273,-0.07958959899749374,-0.013157894736842146,0.7314814814814814,0.6882217090069285,0.7730761603616232,-0.334192439862543,-0.36294781159451867,-0.30814790814969806
odds_only,top7of13,1596,ALL,0.2,1596,0.6911027568922306,432,1.0,1164,0.5764604810996563,0.6190476190476191,0.0,0.38095238095238093,0.0,0.2706766917293233,8.984335839598998,0.20,False,-0.0457393483709273,-0.07958959899749374,-0.013157894736842146,0.7314814814814814,0.6882217090069285,0.7730761603616232,-0.334192439862543,-0.36294781159451867,-0.30814790814969806
odds_only,top7of13,1596,ALL,0.25,1596,0.6948621553884712,432,0.9837962962962963,1164,0.5876288659793815,0.6027568922305765,0.02882205513784461,0.3684210526315789,0.02882205513784461,0.2706766917293233,9.033208020050125,0.25,False,-0.04197994987468667,-0.07518796992481203,-0.009398496240601517,0.7152777777777777,0.6712620378999689,0.7588515328697851,-0.32302405498281783,-0.35068560508800733,-0.2971322996959546
odds_only,top7of13,1596,ALL,0.3,1596,0.7387218045112782,432,0.3194444444444444,1164,0.8943298969072165,0.20802005012531327,0.7011278195488722,0.09085213032581453,0.7011278195488722,0.2706766917293233,9.603383458646617,0.30,False,0.00187969924812037,-0.005639097744360999,0.009414160401002434,0.050925925925925875,0.030633414853906533,0.07273141437150549,-0.01632302405498276,-0.02430555555555558,-0.009573542210617902
odds_only,top7of13,1596,ALL,1.0,1596,0.7368421052631579,432,0.26851851851851855,1164,0.9106529209621993,0.18170426065162906,0.743734335839599,0.07456140350877193,0.743734335839599,0.2706766917293233,9.578947368421051,1.00,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
production_blend,all,2978,ALL,0.0,2978,0.7400940228341168,758,1.0,2220,0.6513513513513514,0.7209536601746138,0.0,0.2790463398253862,0.0,0.25453324378777703,9.62122229684352,0.00,False,-0.021155137676292846,-0.0406312961719274,-0.002014775016789816,0.5356200527704486,0.5,0.5696116544479646,-0.2112612612612612,-0.2277037007288119,-0.19529643619441137
production_blend,all,2978,ALL,0.1,2978,0.7400940228341168,758,1.0,2220,0.6513513513513514,0.7209536601746138,0.0,0.2790463398253862,0.0,0.25453324378777703,9.62122229684352,0.10,False,-0.021155137676292846,-0.0406312961719274,-0.002014775016789816,0.5356200527704486,0.5,0.5696116544479646,-0.2112612612612612,-0.2277037007288119,-0.19529643619441137
production_blend,all,2978,ALL,0.15,2978,0.7400940228341168,758,1.0,2220,0.6513513513513514,0.7209536601746138,0.0,0.2790463398253862,0.0,0.25453324378777703,9.62122229684352,0.15,False,-0.021155137676292846,-0.0406312961719274,-0.002014775016789816,0.5356200527704486,0.5,0.5696116544479646,-0.2112612612612612,-0.2277037007288119,-0.19529643619441137
production_blend,all,2978,ALL,0.2,2978,0.7400940228341168,758,1.0,2220,0.6513513513513514,0.7202820685023505,0.000671591672263264,0.2790463398253862,0.000671591672263264,0.25453324378777703,9.62122229684352,0.20,False,-0.021155137676292846,-0.0406312961719274,-0.002014775016789816,0.5356200527704486,0.5,0.5696116544479646,-0.2112612612612612,-0.2277037007288119,-0.19529643619441137
production_blend,all,2978,ALL,0.25,2978,0.7367360644728005,758,0.9683377308707124,2220,0.6576576576576577,0.7085292142377434,0.029885829415715246,0.2615849563465413,0.029885829415715246,0.25453324378777703,9.577568838146407,0.25,False,-0.024513096037609206,-0.04298186702484885,-0.005372733378106065,0.503957783641161,0.46850219716853575,0.5374693455535465,-0.20495495495495486,-0.22137294659306983,-0.18919962764751824
