Scope,League,ModelWeight,OddsWeight,IsGridWeight,IsProductionWeight,N,Accuracy,LogLoss,Brier,X_top2_rate,X_mean_prob,X_actual_rate,X_brier,Delta_LogLoss_vs_Odds,Delta_LogLoss_vs_Odds_CI95_L,Delta_LogLoss_vs_Odds_CI95_U,Delta_Brier_vs_Odds,Delta_Brier_vs_Odds_CI95_L,Delta_Brier_vs_Odds_CI95_U,IsOverallOptimum
league,E1,0.75,0.25,True,False,793,0.4489281210592686,1.0548996745920465,0.6363900821825251,0.4527112232030265,0.27146057279462343,0.25598991172761665,0.19188678659455002,0.015505843656591134,0.00434521486422233,0.025638246793721408,0.010085463405782757,0.0023547524152756627,0.017157694989289016,False
league,E1,0.8,0.19999999999999996,True,False,793,0.45397225725094575,1.0567721959900696,0.6376896680326447,0.44766708701134933,0.2718233796415896,0.25598991172761665,0.19196608386079156,0.01737836505461421,0.005537381412992209,0.02816220373366084,0.011385049255902335,0.003183328191824028,0.018974955674025858,False
league,E1,0.85,0.15000000000000002,True,False,793,0.4489281210592686,1.0587541471295119,0.6390676565856478,0.44766708701134933,0.27218618648855564,0.25598991172761665,0.19205173926612543,0.019360316194056537,0.006885173795285004,0.03079353091919042,0.01276303780890542,0.0040711246940375615,0.020879231300054694,False
league,E1,0.9,0.09999999999999998,True,False,793,0.44766708701134933,1.0608480344225628,0.6405240478415343,0.44388398486759145,0.2725489933355218,0.25598991172761665,0.19214375281055165,0.02145420348710747,0.008306087444203952,0.03355469762650344,0.0142194290647919,0.005032479180193722,0.022834725420711768,False
league,E1,0.95,0.050000000000000044,True,False,793,0.44766708701134933,1.0630569014086861,0.6420588418003043,0.43757881462799497,0.27291180018248784,0.25598991172761665,0.19224212449407022,0.023663070473230796,0.009793538038991462,0.03647973893637912,0.015754223023561886,0.006074248413932551,0.02487188970724732,False
league,E1,1.0,0.0,True,False,793,0.4426229508196721,1.0653844363892957,0.6436720384619576,0.43757881462799497,0.273274607029454,0.25598991172761665,0.19234685431668108,0.025990605453840354,0.011372862613791645,0.03970244528134954,0.01736741968521527,0.007196480724171869,0.026991832658285905,False
league,E2,0.0,1.0,True,False,816,0.49754901960784315,1.0195024850891479,0.6105465247547456,0.5294117647058824,0.2649813096567182,0.24632352941176472,0.18488462224472754,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,True
league,E2,0.05,0.95,True,False,816,0.49387254901960786,1.019670869838845,0.6106705732219055,0.5,0.2652914727902584,0.24632352941176472,0.18489107849037187,0.0001683847496971591,-0.00045410676780820446,0.0008172683276552239,0.0001240484671599651,-0.00028630664482435787,0.0005653749220533797,False
league,E2,0.1,0.9,True,False,816,0.49387254901960786,1.0199197191165712,0.6108491500131207,0.49387254901960786,0.26560163592379854,0.24632352941176472,0.18490256077840345,0.00041723402742332993,-0.0008252573354843695,0.0017104599405874713,0.0003026252583750999,-0.0005157249515145956,0.0011871558579526539,False
league,E2,0.15,0.85,True,False,816,0.49387254901960786,1.0202479129104367,0.6110822551283911,0.4889705882352941,0.2659117990573387,0.24632352941176472,0.18491906910882228,0.0007454278212888354,-0.0011126056969902654,0.0026781872992124346,0.0005357303736455155,-0.0006900620221150678,0.0018653428076957576,False
