Scope,League,ModelWeight,OddsWeight,IsGridWeight,IsProductionWeight,N,Accuracy,LogLoss,Brier,X_top2_rate,X_mean_prob,X_actual_rate,X_brier,Delta_LogLoss_vs_Odds,Delta_LogLoss_vs_Odds_CI95_L,Delta_LogLoss_vs_Odds_CI95_U,Delta_Brier_vs_Odds,Delta_Brier_vs_Odds_CI95_L,Delta_Brier_vs_Odds_CI95_U,IsOverallOptimum
league,E0,0.35,0.65,True,False,553,0.5171790235081374,1.003039722360809,0.599357595024748,0.5370705244122965,0.2503726984232126,0.24954792043399637,0.18758014244673774,0.006152841733841896,-0.0013143275208407745,0.01340187955598384,0.0030214736185136815,-0.0021932221115041313,0.007931588443733305,False
league,E0,0.4,0.6,True,False,553,0.5171790235081374,1.0045348634193894,0.6003027358493477,0.5316455696202531,0.25177071280387964,0.24954792043399637,0.1876490838189409,0.007647982792422292,-0.0008734754634134839,0.0159511007652267,0.003966614443113414,-0.0020252788591700183,0.009586276313287529,False
league,E0,0.411764705882,0.588235294118,False,True,553,0.5171790235081374,1.0049087983436686,0.6005437785631926,0.5262206148282098,0.25209965736402673,0.24954792043399637,0.1876672671453569,0.008021917716701576,-0.0007477082157871933,0.01657453012907269,0.0042076571569583665,-0.0019647145533707223,0.009994854512703174,False
league,E0,0.45,0.55,True,False,553,0.5189873417721519,1.0061824212090826,0.6013762521080076,0.5135623869801085,0.2531687271845467,0.24954792043399637,0.18773152442982435,0.009295540582115569,-0.0002812231783149987,0.01857063389119515,0.005040130701773338,-0.0017044769723789015,0.011372706850210306,False
league,E0,0.5,0.5,True,False,553,0.5171790235081374,1.0079829469271793,0.6025781438007275,0.5117540687160941,0.25456674156521375,0.24954792043399637,0.18782746427938812,0.011096066300212204,0.00046638418163411077,0.021325778890840603,0.00624202239449323,-0.0012417231458096505,0.01330096550568821,False
league,E0,0.55,0.44999999999999996,True,False,553,0.5135623869801085,1.009937417199127,0.6039084109275077,0.5099457504520796,0.2559647559458808,0.24954792043399637,0.18793690336763222,0.013050536572160043,0.0013558678182684191,0.0243508165570966,0.007572289521273423,-0.0006921630963101637,0.01538014337632703,False
league,E0,0.6,0.4,True,False,553,0.5189873417721519,1.0120472419633735,0.6053670534883479,0.5009041591320073,0.2573627703265479,0.24954792043399637,0.18805984169455667,0.015160361336406414,0.0023959130865223778,0.02754386021751826,0.009030932082113585,-1.9081175417171026e-05,0.01765962879863287,False
league,E0,0.65,0.35,True,False,553,0.5189873417721519,1.014314279165933,0.6069540714832483,0.4918625678119349,0.2587607847072149,0.24954792043399637,0.1881962792601614,0.01742739853896591,0.0035925546152695497,0.03090782282967867,0.010617950077014049,0.0007943158814127354,0.020067205151121988,False
league,E0,0.7,0.30000000000000004,True,False,553,0.515370705244123,1.0167408569066543,0.608669464912209,0.4936708860759494,0.26015879908788203,0.24954792043399637,0.18834621606444643,0.019853976279687213,0.004975966204905019,0.034434094201771036,0.012333343505974703,0.0016919885349930748,0.022467634795380522,False
league,E0,0.75,0.25,True,False,553,0.5081374321880651,1.0193298040518621,0.6105132337752297,0.488245931283906,0.26155681346854903,0.24954792043399637,0.18850965210741183,0.022442923424895067,0.006520109838052102,0.03807418161129664,0.014177112368995437,0.0027310124356059867,0.025138628368089125,False
