League,Season,Variant,FeatureSet,LeagueRepresentation,N,Accuracy,LogLoss,Brier,X_top2_rate,X_mean_prob,X_actual_rate,X_brier,Delta_LogLoss_vs_Odds,Delta_LogLoss_vs_Odds_CI95_L,Delta_LogLoss_vs_Odds_CI95_U,Delta_Brier_vs_Odds,Delta_Brier_vs_Odds_CI95_L,Delta_Brier_vs_Odds_CI95_U,Delta_LogLoss_vs_None,Delta_LogLoss_vs_None_CI95_L,Delta_LogLoss_vs_None_CI95_U,Delta_Brier_vs_None,Delta_Brier_vs_None_CI95_L,Delta_Brier_vs_None_CI95_U,Delta_LogLoss_vs_Ordinal,Delta_LogLoss_vs_Ordinal_CI95_L,Delta_LogLoss_vs_Ordinal_CI95_U,Delta_Brier_vs_Ordinal,Delta_Brier_vs_Ordinal_CI95_L,Delta_Brier_vs_Ordinal_CI95_U
E2,2526,with_odds/league_onehot,with_odds,league_onehot,552,0.4891304347826087,1.0266950547849192,0.6149270961866834,0.4384057971014493,0.2642219977225293,0.25181159420289856,0.18858359888855833,0.007849960412870338,0.0011698316253314857,0.014687704886056743,0.005247777687997668,0.0006362767184747681,0.009928360946870555,-5.117519742281473e-05,-0.0012327365452558026,0.0010715361736939207,1.0554909713578198e-05,-0.0008073105686073224,0.0007561827749971934,-4.367250455272753e-06,-0.0011688166877061035,0.0011016855409956392,3.799155338501947e-05,-0.0007609488817957755,0.0007649749679132
E3,2425,Odds,reference,odds,264,0.42045454545454547,1.0650914843133463,0.6416599097408796,0.5871212121212122,0.27258096103758495,0.29924242424242425,0.20816681368120601,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
E3,2425,base/league_none,base,league_none,264,0.4053030303030303,1.073324494282128,0.6480547468954245,0.5416666666666666,0.285768440869093,0.29924242424242425,0.20857396774147471,0.008233009968781735,-0.01127526318157962,0.028108677145431145,0.006394837154544919,-0.007685520513188601,0.020577882705419968,0.0,0.0,0.0,0.0,0.0,0.0,0.0001957450162073382,-0.0002587919498104607,0.0006295948674493845,6.94500969524725e-05,-0.00022311795878411365,0.00035242617471182273
E3,2425,base/league_ordinal,base,league_ordinal,264,0.4053030303030303,1.0731287492659207,0.647985296798472,0.5454545454545454,0.2855770810467309,0.29924242424242425,0.2086050843392794,0.008037264952574397,-0.011548614969660902,0.028016923044316504,0.0063253870575924465,-0.007791709892705848,0.020483135695557573,-0.0001957450162073382,-0.0006295948674493845,0.00025879194981046045,-6.94500969524725e-05,-0.0003524261747118229,0.00022311795878411287,0.0,0.0,0.0,0.0,0.0,0.0
E3,2425,base/league_onehot,base,league_onehot,264,0.4090909090909091,1.0731407593211535,0.6478599258624965,0.5681818181818182,0.28693375190477644,0.29924242424242425,0.20820968228356276,0.008049275007807166,-0.011452184103138247,0.027400162234576253,0.006200016121616914,-0.007341276919795062,0.019976730597053526,-0.00018373496097456865,-0.0031118808435142533,0.0027190590189449656,-0.00019482103292800534,-0.0020176757994322114,0.0016291910388196874,1.2010055232769545e-05,-0.0029682076975567906,0.0029121256709659536,-0.00012537093597553284,-0.0020068026707275866,0.001693164458212006
E3,2425,with_odds/league_none,with_odds,league_none,264,0.42424242424242425,1.0760046289370793,0.6488089046867506,0.6212121212121212,0.2847676934478086,0.29924242424242425,0.2089482124112438,0.01091314462373294,-0.0018962912521028163,0.023686157836411287,0.007148994945870957,-0.001680187579961065,0.01604268702978776,0.0,0.0,0.0,0.0,0.0,0.0,-9.175262116678518e-05,-0.0007379852851423895,0.0005673675592335559,-8.544438988145053e-05,-0.0005039801465663851,0.0003325289392719837
E3,2425,with_odds/league_ordinal,with_odds,league_ordinal,264,0.42803030303030304,1.076096381558246,0.648894349076632,0.6136363636363636,0.28460220163988703,0.29924242424242425,0.20898036856219382,0.011004897244899725,-0.0014793702296437782,0.023783901519183945,0.007234439335752407,-0.001490374831908428,0.016253342100651214,9.175262116678518e-05,-0.0005673675592335559,0.000737985285142389,8.544438988145053e-05,-0.00033252893927198377,0.0005039801465663848,0.0,0.0,0.0,0.0,0.0,0.0
E3,2425,with_odds/league_onehot,with_odds,league_onehot,264,0.4166666666666667,1.0768368612179426,0.6495225929574748,0.6098484848484849,0.28475851968139965,0.29924242424242425,0.20886861949020985,0.011745376904596316,-0.00048226508173349053,0.024046180967355866,0.007862683216595223,-0.0006049202194500834,0.016606811188272463,0.0008322322808633764,-0.0016310671590252957,0.0033164302184635923,0.0007136882707242664,-0.0010105030445435037,0.0023967320815894743,0.0007404796596965912,-0.0016990228998396528,0.0031262667800886356,0.0006282438808428159,-0.0010112002639261707,0.002259701922131066
E3,2526,Odds,reference,odds,552,0.5036231884057971,1.0218218486872064,0.6136693120685379,0.5561594202898551,0.2666889601557927,0.24818840579710144,0.18749875001455926,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
E3,2526,base/league_none,base,league_none,552,0.5090579710144928,1.0342255684684376,0.6211106808442376,0.4166666666666667,0.26245780181337514,0.24818840579710144,0.18659505831033166,0.012403719781231226,-0.0007443080839650895,0.025257008099064233,0.007441368775699675,-0.0016034073754724013,0.016455416951349812,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007210022083559142,-0.0013147483145326266,-0.00010402877490236523,-0.0005146453483246827,-0.0009447913192683815,-7.705236041176126e-05
E3,2526,base/league_ordinal,base,league_ordinal,552,0.5090579710144928,1.0349465706767935,0.6216253261925623,0.41847826086956524,0.2627509164947074,0.24818840579710144,0.1865969316014029,0.01312472198958714,-6.330924383924892e-05,0.026024736232604134,0.007956014124024358,-0.001155713604171374,0.0170747662192852,0.0007210022083559142,0.00010402877490236496,0.0013147483145326264,0.0005146453483246827,7.705236041176122e-05,0.0009447913192683812,0.0,0.0,0.0,0.0,0.0,0.0
E3,2526,base/league_onehot,base,league_onehot,552,0.5054347826086957,1.0352823116378291,0.6218065669040826,0.4221014492753623,0.2624299564615383,0.24818840579710144,0.18661162670489195,0.013460462950622754,0.00043216262675709326,0.026527369005621283,0.008137254835544727,-0.0009505126669798635,0.01733331564323467,0.0010567431693915275,-0.0004661196070749052,0.00257126727729639,0.0006958860598450523,-0.0003782672191435521,0.0017478952111374007,0.00033574096103561324,-0.001230113009273448,0.001889016265182097,0.00018124071152036958,-0.0009066614192679235,0.001250121980908793
E3,2526,with_odds/league_none,with_odds,league_none,552,0.5235507246376812,1.0209415005853097,0.6121851102227808,0.5289855072463768,0.26308279088487974,0.24818840579710144,0.1865791094139003,-0.000880348101896633,-0.00927289558486458,0.0071944149732813874,-0.0014842018457571493,-0.007170033122532079,0.0038870972547588208,0.0,0.0,0.0,0.0,0.0,0.0,-9.461353220374669e-05,-0.00031809316747256065,0.00010983041178297402,-7.490581712743527e-05,-0.00023089849921625882,7.190253103616647e-05
